Tony Roberts,"From HBO’s “Def Comedy Jame,” “It's Showtime at the Apollo,” and “BET’S Comic View!”","Originally from Detroit, comedian, actor, writer and (sometimes) director Tony T. Roberts has been blessed with the coveted honor of being the, “Comedians-comedian.”  The guy other performers love to watch work.  His hilarious and refreshing energetic comedy style has granted him respect and created a huge demand for him on the comedy circuit, here in the states and abroad.  Legendary comedian and sitcom director, David Steinberg, acclaimed Tony as, “A breakout talent” after witnessing Tony’s stand-up act and casting him as the lead in a series of funny burger king commercials he directed.",/assets/uploads/comedians/Tony_Roberts.jpg
,,,
,,"Tony has entertained audiences in some of the nations hottest comedy arenas including: Caroline’s, The Boston Comedy Club in New York City; The Peppermint Lounge in New Jersey; All Jokes Aside in both Chicago and Detroit; and The Comedy Act Theater in Los Angeles, just to name a few.  But Tony’s television debut was on HBO’s “DEF COMEDY JAM”, followed by, “IT’S SHOWTIME AT THE APOLLO” and “BET’S COMICVIEW.”  Early on, Tony received BET’s, ROBIN HARRIS AWARD, for Most Original Comic.",
,,,
,,"Soon after, HBO noticed Tony’s rising star and sent him to be featured at the 11th Annual U.S. Comedy Festival in Aspen Colorado.  Upon returning, Tony was asked to return to the stage again for HBO, this time due to popular demand from his initial performance on HBO’s “DEF COMEDY JAM.” He would later appear in the Season premiere of Russell Simmons presents, Comedy at the El Rey for Comedy Central.  Shortly After, Showtime Network and Salient Media placed there stamp of approval on Tony, and agreed to tape and air his one hour comedy special, WIRED!  Which aired in January 2010 and was the most sold comedy special of the year for Salient Media.  The DVD is nationally featured in Walmart’s across the nation.",
,,,
,,"No Stranger to TV and Film, as an actor Tony has toured with a major theatre play, has been cast in a sketch comedy pilot for CBS entitled, JUST ADD WATER and has appeared in half a dozen movies. As a host, Tony recently hosted the vh1 pilot “Dance Slam Cam, ” and a Guest Lead in “Nite Tales” for BET and recently sat on the couch as guest on The Monique Show.  Keep an eye on Tony Roberts…America’s next great talent!!!!",
Forrest Shaw,,"Born in Miami and raised as an only child by a single hippie mother, Forrest Shaw got into stand-up comedy after a decade of life as a marine biologist. Saving manatees and counting seagrass by day, at night, Forrest dedicated himself to comedy, quickly working his way into regular club work. The influence of his former life as a biologist is evident in his material. Forrest delivers witty and clever anecdotes of his unorthodox life with a wry smile. He shares his own faults and failures with the audience in hopes that they too can find the lighter side of those things in life, which sometimes seem too much to bear. He also isn’t fond of stupid people. “Life is complicated and it shouldn’t be. We have created all of this stress and aggravation so the healthiest thing to do is make fun of ourselves and laugh about it.”",/assets/uploads/comedians/Forrest_photo_med.jpg
,,,
,,"He was in the 2011/2010 Comedy Central South Beach Comedy Festival, the 2011 Laugh Detroit festival, the 2010 New York Underground Comedy Festival, the 2010 World Series of Comedy, the 2009 Just For Laugh’s Comedy Festival showcase, and Sleepless Night 2009. Forrest was a finalist for the 2007 Comedy Central Open Mic Fight and the 2007 Las Vegas Comedy Festival Lucky 21 showcase. He was a finalist for the 2007 Carnival Comedy Challenge and the winner of the 2006 South Florida New Faces Comedy Contest. Forrest is a member of The All Organic Comedy Tour. Forrest was featured in a commercial for the Florida Marlins 2009 campaign. He has also appeared in several other television ads, radio ads, on CBS4 news, and WSVN (Deco Drive).",
Peter Bergen,,"Drawing on an array of life experiences that he wishes on nobody, PETE BERGEN will have you both laughing and thanking god that you did not have to go through what he has. He draws on his struggles with weight, addiction, social anxiety all while being the youngest in a big Irish family. Pete is also a faculty member at Washington Improv Theater and those improvisational skills in addition to a refreshing honesty and vulnerability have made him a hit while opening for comedians such as Jim Short and Bob Marley. Come see Pete and feel better about your life.",/assets/uploads/comedians/pete_on_wall.jpg
Erin Foley,"From Comedy Central, MTV, Fox, E!, and the Montreal Comedy Festival!","Erin Foley, a recent transplant to Los Angeles, spent years in New York City’s comedy clubs mastering the art of stand-up comedy while successfully pursuing her acting career. In New York and Los Angeles, Erin can be regularly seen at Gotham Comedy Club, Caroline’s on Broadway, The Improv, The Laugh Factory and Stand Up New York. She has performed at the Just for Laughs/TBS Comedy Festival in Chicago and the Marshall’s Women in Comedy Festival. Foley has had the honor of being selected to perform at the prestigious Montreal Comedy Festival three times. Not only has Erin had a successful career in comedy, but she also succeeds on the small screen with several national television commercial campaigns.",/assets/uploads/comedians/Erin_Foley.jpg
,,,
,,"At the present time, Erin is filming a comedy pilot for E! Entertainment. She recently shot her own half hour comedy special for Comedy Central and has taped Chelsea Lately and The Kilborn File on FOX. Simultaneously, Erin has enjoyed success in the field of acting. She can be seen in the short films “Cried Suicide” and “Squeezplay”, as well as a pilot for MTV called, “This is Ray.” Her favorite role to date was in Cameron Crowe’s film “Almost Famous”. Erin played the role of Allison, the fact checker. Erin has branded a unique position for herself in the industry as not only a gifted stand-up but a talented actress. Her versatility makes her one of the most sought- after women working the comedy scene today.",
Michael Capozzola,,"Michael Capozzola is a Bay Area based Stand Up Comedian. He has appeared on MTV and is a regular Invited performer at SketchFest. He’s performed in Canada, London, Edinburgh and Jerusalem. He’s also a published cartoonist and contributed to The San Francisco Chronicle, Mad Magazine, TED Talks / TEDxSV, The New York Times, The Humor Times, National Lampoon, McSweeney’s and the nationally syndicated cartoon, BIZARRO.",/assets/uploads/comedians/MikeCapazzolaHeadshot.gif
Danny Charnley,From your favorite Montgomery County drinking hole,"Danny Charnley did not submit a “bio” per se, because Danny Charnley prefers to write his bio in the 3rd person from a secure computer located within the comedy club.  In the meantime, you can observe his antics on twitter (@DanKCharnley) or athttp://www.dankcharnley.com. Danny Charnley is an amazing genius, by the way…I mean, that guy is just great.",/assets/uploads/comedians/dank_mona_lisa.jpg
Sam Morril,,"Sam Morril, one of the fastest rising comics in New York City, is also one of the best joke writers in the scene today. How do you know that’s true? Because he is writing this bio, and he wouldn’t lie about that to get extra work. He won March Madness 2010 at Comix, has performed in a Friars Roast, and was featured in a 4-page spread in the Daily News as “one of the four funniest in New York?” He then won the Laughing Skull Festival in Atlanta, beating out over 600 applicants. Sam was recently named a 2011 “Comic to Watch” by Comedy Central. His comedy can be heard on Sirius XM radio, and he’s a regular at all the top clubs in the city, all at the tender and supple age of 25. Come see Sam before his ego gets too big to do small rooms.",/assets/uploads/comedians/SamMorril.jpg
Shep Da Comedian,"Known for her ""Fly on the Wall"" comedy style, Shep repeatedly shocks various audiences with her shenanigans brought on by the daily comical incidents that she encounters. Known for her ""Fly on the Wall"" comedy style, Shep repeatedly shocks various audie","Shep the Comedienne crashed onto the comedy scene in the fall of 2009.  Known for her “Fly on the Wall” comedy style, Shep repeatedly shocks various audiences with her shenanigans brought on by the daily comical incidients that she encounters. Shep the Comedienne keeps it real. She has been seen on sporadic stages all over the DC, MD, VA, PA, NY, FL and Vegas. Shep Da Comedienne has a charismatic approach to difficult subjects that is sure to keep you in awe while you laugh your butt off!",/assets/uploads/comedians/Shep_Da_Comedienne.jpg
Jessica Brodkin,,"Jessica Brodkin is one of fastest rising comics based out of the DC Area. She has been featured in a number of National Comedy Festivals including the Laughing Skull, the North Carolina Comedy Arts, Philadelphia Improv Festival, and Boston’s Women in Comedy Festival. She is a regular in the top clubs in DC, Maryland, and Virgina and has opened for comedy legends including Tommy Davidson and Pablo Fransisco. In addition to her standup, she plays a recurring Russian character named Ludmilla, and has years of improvisation comedy experience.",/assets/uploads/comedians/Jessica_Brodkin1.jpg
Sara Contreras,From Showtime's Latin Divas of Comedy,"Sara Contreras was showcased as one of the country’s best female comedians in Showtime’s “The Original Latin Divas of Comedy,” which received an ALMA nomination for Best Comedy Special. She has also appeared as a commentator and writer for MTV3. Television credits include” NBC’s “Law & Order: SVU” (two episodes), “Third Watch,“ and “Conviction,”; Comedy Central’s “Comic Groove;” Metrochannel’s “New Joke City;” A&E’s “American Comedy: What’s So Funny?;” ABC’s “The View” and “New York Comedy Festival;” SiTV’s “Funny is Funny;” and TNC’s “Que Loco.” She taped with Nick Turturro for his spec television pilot “Doorman,” with Marlo Thomas for the web-series “Auntie Marlo & Kate,” and for Univision’s Spanish-language stand-up comedy special “Los Locos y Revueltos.” Sara performed for our military troops in Iraq/Kuwait in March 2011.",/assets/uploads/comedians/SaraI1.jpg
,,,
,,"A regular performer on the N.Y. tri-state comedy club/college circuit, she has also been seen across the country at premier comedy clubs and venues. Sara has performed at the New York Comedy Festival, the Marshalls Women in Comedy Festival, the Urban Comedy Festival, and the Toyota Comedy Festival. She has been critically acclaimed for her work with the N.Y.-based “Sistas Doing Comedy” and the L.A.-based “Hot & Spicy Tamales.” Sara received an impressive N.Y. Times review for her work as a writer/monologist in the off-Broadway production “Jose Can Speak.”",
Charles Walden,"From BET's Comic View, Martin Lawrence 1st Amendment, and Def Comedy Jam’s All-Star Season!","Charles Walden gives his audiences the most inspirational laughing good time they have had in a while.  Charles Walden a 15-year veteran to comedy is challenged by Cerebral Palsy, which has become a unique theme to his show.  Charles Walden has taken his comedy to the stages of BETs Comic View, Martin Lawrence 1st Amendment, and Def Comedy Jam’s All-Star Season.  Charles is a requested favorite performing his CLEAN routine at comedy clubs, colleges, and universities across the Country.",/assets/uploads/comedians/charleswalden.jpg
Andy Kline,,"Since getting his comedy start in D.C., Andy Kline has branched out to clubs across the country, in addition to regular appearances on 98 Rock and SiruisXM Radio.  Andy can also be heard weekly on the acclaimed comedy podcast, Three Guys On -http://www.threeguyson.com.  With a mix of strong opinions, insight, and common sense, Andy manages to be more than just funny.  He manages to be memorable.  Andy’s talents have enabled him to work with some of the biggest names in the business, including Dave Chappelle, Wanda Sykes, and Marc Maron.",/assets/uploads/comedians/Andy_Kline.jpg
Tony Deyo,From the HBO Aspen Comedy Festival and the Bob & Tom Radio Show!,"A rising young talent, Deyo is known for his sharp, quick material and near perfect comedic timing almost certainly gained from his years as a professional symphony musician.  In 2007, he had the incredible opportunity to perform at the prestigious HBO Aspen Comedy Festival.  In 2011, he was named one of the year’s best by the New York Post, and can be heard on the nationally syndicated Bob & Tom Radio Show.",/assets/uploads/comedians/Tony_Deyo.jpg
,,,
,,"Tony grew up in a small town in rural Virginia.  After receiving a bachelor’s degree in education and master’s degree in music, he spent several years performing with various symphonies.  He was also a middle school teacher for three years before realizing that he had a strong distaste for children.",
,,,
,,"After moving to Austin, TX, Deyo discovered comedy. He began performing, influenced by the work of Jerry Seinfeld and Brian Regan. Like his influences, Tony’s act is clean and suitable for nearly any audience.",
Mike Storck,From the humble Baltimore beginnings & Comedy Festivals Nation Wide,"Barely taking things at face value, even the most ordinary of topics are spun into new directions that only his creatively warped mind could envision. Mike always keeps audiences on their toes by being about as predictable as a car thief whose options are running out. He is the comedic wheel man, taking audiences on a conceptual joyride fueled by an overactive imagination. Along the way, they find humor on every corner, and taboos thrown into a ditch like a drifter with no money for gas.",/assets/uploads/comedians/Mike_Storck.jpg
,,,
,,"A native Baltimorian, Mike Storck started his stand-up career at an open mic night in ‘98 with a broken microphone and a frayed notepad. His act developed at an exponential rate, and within the first few months he quickly started catching the eyes and ears of club owners and comics in the stand-up circuit. Since then he has honed his skill for working with an audience and generating tons of fresh original A-list material.",
,,,
,,"After moving to New York City, he was quickly recognized as a comedic talent to be reckoned with, making a name for himself in the circuit as a strong writer with the performance skills to match. Storck has performed at the Boston Comedy Festival, the Asheville Comedy Festival, the Prince Edward Island Festival, and the Laughing Skull Festival in Atlanta, GA.",
,,,
,,"He was a contributing writer for “The Complete Idiot’s Guide to Jokes” and the book “Kiss Your Butts Goodbye”. In 2007 he was the Mid-Atlantic winner of “HBO’s Lucky 21” contest. He has been heard on the nationally syndicated “Bob and Tom” radio show, the Canadian radio show and podcast “What’s So Funny” and is a regularly featured comic on XM Satellite Radio.",
,,,
,,"Velocity Magazine called him, “...funnier than a rubber crucifix.”. The Ottawa Comedy Resource stated, “...Mike tore the room apart with stunningly good, original and smart stuff. He may very well be the best act on the ‘alternative’ circuit…” and “...delivered cleanly without pretense or exaggerated character, he’s just being himself.  If it’s rehearsed it doesn’t show.” Sén magazine said, “...Storck had my guts spilling out of my splitting sides…”",
,,,
,,"Mike continues to work the comedy club circuit across the United States and Canada, continually writing and performing new material.",
Tim Miller,From the American Armed Forces & your Washington DC Comedy Stage,"Tim Miller’s aggressive but endearing comedy style creates a show worth seeing more than once. His life as a sheltered son of Pentecostal ministers from Waco, TX, and working at the White House (during three administrations) has made for an energetic comedy style that combines an engaging stage presence with a sarcastic zing. ",/assets/uploads/comedians/Tim_Miller.jpg
,,,
,,"Tim started doing stand-up after 8 years in the US Army. After five years he has slowly began trying to leave his professional day job in Washington DC and go head first into wherever the entertainment industry would take him. Since then, Tim has worked with todays biggest names in comedy from Pablo Francisco, Daniel Tosh, Ted Alexandro, and Bob Marley. After performing at the DC Comedy Fest, he was named one of the funniest comics in The District.",
Karith Foster,"From Comedy Central’s Premium Blend, NBC’s Today Show, and Last Comic Standing","Karith has appeared on Comedy Central’s Premium Blend, NBC’s Today Show and Last Comic Standing, VH-1’s Best Week Ever, Awesomely Bad…and Black to the Future series. You may have also seen her on BET, BRAVO, and The Travel and Fine Living Channels. Her greatest triumphs include performing on Showtime at the Apollo (getting applause, not boos), doing live audience warm-up for the Oprah Winfrey Show and later as a guest on Oprah. Her comedy CD “Karith Foster: Straight Outta Plano is currently in rotation on Sirius/XM’s Raw Dog Comedy Channel.",/assets/uploads/comedians/Karith_Foster_Navy_headshot.jpg
,,,
,,"Karith credits her entrée into the entertainment world to her upbringing in the affluent suburb of Plano, Texas, where irony of all ironies she starred in her high school’s otherwise ALL WHITE production of A Raisin in the Sun. Two guesses who the raisin was! This self-described “Huxtable” has been nicknamed “Princess” by several friends who are convinced she’s actually a Jewish girl from Long Island trapped in that body—which would technically make her a JA-AP (Jewish African-American Princess). So, in her case it’s not “talk to the hand,” but “talk to the manicure.” She may never have cooked a full meal in her life but she has the Zagats Restaurant Guide practically memorized- that’s gotta count for something.",
,,,
,,"Karith is bi-coastal residing in both NYC and LA. When she’s not headlining colleges and clubs across the country she performs weekly at a variety of NYC comedy clubs including: The Cellar, The Comic Strip Live, Caroline’s on Broadway, Gotham Comedy Club, Stand-up New York Comedy Club, Broadway Comedy Club & Café, New York Comedy Club. When out West you can find her at Pasadena’s Ice House, LA’s Improv, The Laugh Factory, The Comedy Store and The Story Salon.",
,,,
,,"Karith has also transitioned her comedy into a speaking career and is one of the most sought after speakers for colleges and corporations in the areas of: Diversity, Leadership, Women, Team Building and Motivation. She is also the founder of “Laughter Bootcamp” a workshop, which she leads for groups, social organizations,and corporations. She is the author of “Laugh Your Way to Happiness: 101 Ways to Have a Great Laugh” and the soon to be released children’s book “Lealah Finds Love.”",
,,,
,,"Karith was recently honored by being named spokesperson for the amazing organization Books for Kids Foundation- which promotes literacy among all children with a special emphasis on low-income and at-risk preschool-aged children. Books for Kids creates libraries, donates books, and partners with literacy programs to develop the critical early foundation and skills which young children need to be successful in life.",
,,,
,,Karith lives by the comic’s law: All is fair in love and comedy.,
Jason Dudey,,"Jason Dudey has been performing around the country for the past decade, sharing his quirky views on every day life, love and family.  He has opened for Judy Gold, Ant, Natasha Legerro, Craig Shoemaker, Sandra Bernhardt and more; he has appeared on LOGO’s Wisecracks—OutLaugh Comedy Festival; and he currently tours the US of A with the brilliant Kathleen Madigan.  He is the creator and producer of “Come Out Laughing” – a comedy extravaganza that features only the funniest comedians regardless of who they sleep with.  As the host of The Jason Dudey Show, Jason brings the best, most entertaining, aspects of the comedy world to your radio, computer, iPod/pad/phone/book/etc. and fulfills a lifelong dream of taking his talented tongue to the world of radio. Check out The Jason Dudey Show on http://www.gvbradio.com or stitcher or itunes or call his mother, she might have a copy.",/assets/uploads/comedians/jason-dudey-blue-shirt.jpg
Brad Trackman,The Riot Act Comedy School Instructor Extraordinaire,"Brad Trackman is a NYC comedian with universal appeal. He has made national television appearances on NBC’s “Later” and “Friday Night”, CBS’s “Star Search”, ABC’s “NY Comedy Festival”, Metro TV’s “New Joke City” hosted by Robert Klein, Comedy Central’s “Heroes Of Jewish Comedy & Stand Up Stand Up”, MTV’s “The Buried Life” and his own commercial campaign for Spike Television where he played the ficticious presidential elect Biff Wolinski. Trackman has also done numerous television appearances in Canada on the “Mike Bullard Show” and in Holland on the “Comedy Factory” and the “Raymaan Is Laat Show”.",/assets/uploads/comedians/Brad-Trackman.jpg
,,,
,,"In addition to Trackman headlining around the country, both of his CDs have received critical acclaim and were produced by XM Radio’s comedy program director, Joel Haas. Trackman is played regularly and has had specials (featuring his CDs) on both XM and Sirius radio. Other venues Trackman headlines include “The Improv” (Las Vegas, Nevada), “Tommy T’s” (Pleasonton, California), “The Stardome” (Hoover, Alabama), “Hilarities” (Cleveland, Ohio), Helium Comedy Club (Philadelphia, Pennsylvania) and the legendary “Punchline” (San Francisco, California). Brad’s first performance ever at “Punchline” was to a sold out room where he soon won a standing ovation.",
,,,
,,"If you’re wondering what makes Brad such a unique comedian, it’s his versatility, his ability to work squeaky clean and still kill. Maybe that’s why “Radio Shack” had Trackman headline the “Net Together Concert” in Times Square with a 20-foot tall jumbotron behind him and a crowd of 5,000 people in front of him. This concert was also simulcast in San Francisco.",
,,,
,,"Trackman has opened for Dana Carvey, Joan Rivers and Weird Al Yankovic in arenas with crowds of up to 7,000. His pursuit of ensuring other people’s happiness is still evolving, as is Brad. Despite all these major accomplishments, Brad considers his biggest breaks in entertaiment were meeting his wife, Christina (who, at the time, booked “Carolines on Broadway”) and having their son Tyler.",
,,,
,,Trackman has been teaching stand up comedy for the past eight years in both Princeton NJ and New York City. Brad than decided to open his own school The Philadelphia Comedy Academy out of Helium Comedy Club which has become one of the most successful stand up comedy programs in the country. He was also recently hired to teach stand up comedy at the highly prestigious Ivy League University of Pennsylvania/Wharton School of Business as well. He also does two-day seminars in the many cities he headlines around the country.,
Queen Aishah,Her Spirit Fills The Room,"Known for her “girl next door, in yo face” wit, Comedienne Queen Aishah is recognized nationally and internationally. Hailing from Newark, New Jersey, this sophisticated, sultry, comedic vixen started her career in the DC metropolitan area over 18 years ago.  She has hosted and headlined countless comedy shows in the United States and abroad including several trips to entertain our troops in Japan, S. Korea, Europe and Haiti.  Keeping busy and always expanding her talents, Queen Aishah has been featured in commercials; print ads; various publications;  VH-1 series “awesomely bad”; BET ComicView, ShowTime @ The Apollo; and has been a celebrity guest and mentor on several episodes of Judge Hattchet, Ricki Lake and the coveted OPRAH Winfrey show.",/assets/uploads/comedians/QueenAishah.jpg
,,,
,,"She has worked with noted comedians such as Steve Harvey, Cedric the Entertainer, Kevin Hart, Mike Epps, Rickey Smiley and Bruce Bruce to name a few. She’s also shared the stage with vocal artist such as Chuck Brown, Yolanda Adams, Heather Headley, Howard Hewitt, Tyrese, Jaheim, K-CI and Jo Jo.  Her comedic flair gained the attention of several stage producers such as YYP’s tours where she was focal member of “The Vagina Monologues and Pocketbook Monologues.”  These tours offered the opportunity to work with extraordinary actresses as Sherri Sheppard, LisaRaye McCoy, Star Jones, Ella Royce, Phyllis Yvonne Stickney, Vanessa L. Williams and a host of other remarkable personalities.  Most recently, Queen Aishah was also casted in the play “Love Under New Management” and is the creator of “Comedienne Queen Aishah Presents Funny ~N~ Stiletto’s,” a comedy tour featuring diverse female comedians.  She’s received numerous accolades from her peers but is most proud of remarks made by Comedian and Activist Dick Gregory who said of her performance in the Vagina Monologues, “Outstanding!”",
,,,
,,"Queen Aishah resides in the Washington, DC area with her family where she manages her own company “QA Enterprises” and philanthropic ventures.  She is the founder of THE M.A.R.R.K. FOUNDATION—“Massive Action to Reach and Rescue Our Kids,” based out of her hometown of Newark, New Jersey.  The foundation was established to support and promote leadership in the inner city where stewardship can be aspired.  Queen Aishah also makes it a priority to lend her support to schools all over the country by speaking to their students.  She currently works with the Michael Walton Foundation for the “Speak out to Reach Out” tour out of Washington, DC. and is a longtime supporter of the Baltimore Youth of Womb Work Production – NuWord Art Ensemble which is a platform for upcoming young performers.",
Gary Vider,Finalist in Philly's Phunniest Competition,"Gary Vider’s jokes have been published in the NY Times & Time Out NY. In 2011, he was a finalist in the Philly’s Phunniest Competition. You can see Gary perform every Tuesday in Midtown Manhattan at The Irish Exit where he host’s the very popular weekly comedy show, ‘Super Marvelous’.",/assets/uploads/comedians/Riot_Act_Gary_Vider.jpg
Mandy Dalton,Washington DC Comedy Writers Group co-founder!,"What do you get when you take a bright woman, mix in a healthy dose of good humor, add an education in the classics, top it off with interests in new media, video, theatre, and circus?  Mandy Dalton is what you get.  She fearlessly pursues anything that fascinates her from philosophy to pop-culture, from video editing to news, and from children’s theatre to Shakespeare. She loves ideas.  Whether interviewing someone for a web video or writing a children’s play, she lives for creative activity.  Mandy is also the co-founder of the Washington DC Comedy Writers Group.",/assets/uploads/comedians/Mandy_Dalton.png
Wayne Manigo,"The founder of ""WayneMan Comedy!""","As an aspiring artist, Wayne took the proactive approach to comedy with the ‘trial by fire’ method.  He created a series of open mic shows (including ‘Bellylaughs in Betheda’, now entering their 2nd year) and comedy showcases. He’s the founder of ‘WayneMan Comedy’, and has discovered ways to reach audiences with his brand of humor.  His material will include jokes about unemployment, relationships, family and other things we share as human beings.  In addition to co-founding the Washington DC Comedy Writers Group, he also co-founded ‘Starting Stand Up: A Comic Beginning’.",/assets/uploads/comedians/Wayne_picture_light_version.jpg
Will Hessler,,"Will Hessler is a performer on the comedy scene “that every fan of stand-up comedy should know.”  Needing the validation of strangers, Will began performing stand-up comedy and since then audiences have embraced his smart & irreverent perspective, his rare ability to say exactly what people are thinking – but are often too afraid to say, and his absurd & acerbic take on life.  Will has a unique blend of unpredictable material & comedic style that keeps audiences coming back to see him time & time again.  Will is making his presence known on the stand-up scene by hosting his own weekly comedy showcase in DC, at comedy clubs, colleges & festivals across the country.  Will has performed with some of the biggest names in stand-up, like TJ Miller, Todd Barry, and Doug Benson.  If you don’t know Will Hessler now, it’s OK.  You will very soon!",/assets/uploads/comedians/Will_Hessler_headshot.jpg
Tyler Richardson,,"Tyler Richardson has been making a name for himself in the Washington, DC and Baltimore, MD area working clubs and universities with a casual tone and naive delivery. He has worked with national touring headliners such as Aisha Tyler, Rob Cantrell, Alonzo Bodden, Reggie Watts, Kyle Grooms and more. In a very short amount of time he could be heard on XM/Sirius Satellite Radio’s Too Much Information and was locally available through Comcast On Demand. Recently he has been invited perform in comedy festivals across the country and just performed at an international festival in Canada. Come enjoy his stories and laugh until he is done going through your pocket contents and belongings, he is not above looting. Please get to know him…",/assets/uploads/comedians/Tyler_Richardson_headshottyler richardson headshot
Pete Bladel,An up-and-comer in the DC comedy scene!,"The critics agree, Pete Bladel hates writing comedy biographies.  So this will be brief and to the point.  Pete has performed at all of the major venues in the DC/MD/VA area, making audiences laugh at places like the Baltimore Comedy Factory and Arlington Cinema and Drafthouse.  He has also been selected for the Laughing Skull and North Carolina Comedy Arts festivals.  In just a few short years, he has worked with notable comedians such as John Mulaney, Tim Meadows, Wyatt Cenac, Chris Hardwick, Amy Schumer and Bob Marley, among others. His parents are very proud of him, mostly because he hasn’t lived in their basement since 2009.",/assets/uploads/comedians/Pete_Bladel_headshot.jpg
Lafayette Wright,,"Lafayette Wright is unique in that he is a comic, to whose self-obsessions with rejection, inadequacy, and loneliness some can relate but most can laugh at. A favorite on the DC comedy scene for quite a while, Lafayette has been described as a compelling, layered and visually striking comedian. Armed with his clever material and a major inferiority complex, he is definitely an act worth watching.",/assets/uploads/comedians/Lafayette_Wright.jpg
Marcus Paulsen,A hot new up-and-comer in the DC Comedy scene!,"Roaming the scene of the young, 20-something crowd in Washington, DC, Marcus Paulsen is a local favorite at comedic venues across the District where his wit and knack for sarcastic observations has earned him a reputation as one of DC’s hot, new up-and-comers.",/assets/uploads/comedians/MarcusPaulsenHeadshot.jpeg
,,"Born and raised in small town Texas, Marcus moved to Washington in 2007 where he has worked in politics and consulting, often noting the peculiarities of life on the job and in the Capitol City.  He writes extensively, working to find the sweetest mix of word play and sarcasm to the delight of his audiences.",
,,Marcus is a graduate of the DC Improv Comedy School and has performed across the DC area at venues including Riot Act Comedy Theater and the DC Improv.,
Joyce Rebar,From the 2010 World Series of Comedy and Co-headliner for New Year's Annapolis 2009-2010 Comedy Show,"Joyce Rebar was born and raised in Maryland and still resides there.  However, she is not without an adventurous side.  A former archaeologist who had been wanting to return to the field for many years, she finally learned that sleeping late, doing nothing all day, and staying in air-conditioned clubs all night was preferable to getting up at the crack of dawn, spending 8 hours in a hot field, and going to bed early every night.  Like the soils in which the best archaeological treasures are found, Joyce’s comedy is sort of a mottled, silty loam with elements of witty observation, sarcasm, and downright ridiculousness.",/assets/uploads/comedians/Joyce_Rebar.jpeg
,,,
,,"Joyce took her first comedy class at the DC Improv in October of 2006, and was surprised to find that people actually laughed…a lot…when she was on stage.  Told by her instructor that she had the talent to really make it in this business, she took a few tentative steps out into the “real” world of comedy.  Since then, she has opened for Mimi Gonzalez, Jennie McNulty, Carole Montgomery, Bob Gautreau, Kelly Terranova and Kevin Lee; and she has been fortunate to appear in shows with many other talented comedians.  The list includes Bob Saget, Kate Clinton, Rich Vos, Bonnie McFarlane, Rob Cantrell, Roger Mursick, and Matt Kazam, among others.",
,,,
,,"One of only 56 comics to receive a regular (non-wild card) spot at the first (2010) World Series of Comedy in Las Vegas, Joyce returned to the World Series in 2011.  She also has headlined shows at New Year’s Annapolis, NASA (Goddard), and various private events.  She did three 30-minute sets, during the successful attempt by Magooby’s Joke House to break the Guiness World Record for longest comedy show (81 hours).  Joyce has appeared in shows at the DC Improv; Riot Act (Washington, DC); Caroline’s on Broadway (New York, NY); The Comedy Factory (Baltimore, MD); Funnybone (Richmond, VA); The Comedy Spot (Arlington, VA); Charlie Goodnight’s (Raleigh, NC); and many other venues in MD, DC, NY, VA, NC, NV, FL, OH, and PA (as well as on a couple of cruise ships).",
Dave Siegel,"From Comedy Central, Fox and CNN","A native New Yorker, Dave Siegel started as a doorman at a comedy club while still a college student.  His first show as a performer came at an open call at the ‘Comic Strip’ on Manhattan’s upper east side.  Since that time Dave has headlined premier comedy clubs across the country from ‘Carolines’ on Broadway to the ‘Laugh Factory’ on Sunset Blvd.",/assets/uploads/comedians/Riot_Act_Dave_Siegel_Med.jpg
,,,
,,"In 2004, Dave was selected to take part in Comedy Central’s ‘Laugh Riots.’  He has since appeared on CNN, FOX and Headline News.",
,,,
,,"In 2009, Dave began to write for and appear in Comedy Central’s ‘Atom TV.’  His films have been produced and featured by ‘Funny or Die’ and screened in premier festivals around the country.",
,,,
,,"In 2011, Dave began writing for CNN’s ‘OutFront.’  He also has a weekly comedy/relationship blog on MSN. ",
Chipp Jones,"From NPR, PBS and finalist for Maryland's Funniest Comic","From featuring for the Last Comic Standing’s Reject Tour to warming up the audience for the PBS television show “Money Wise”, Chipp Jones’ irreverent, thought-provoking brand of comedy has audiences rolling in the aisles throughout Washington DC and up and down the East Coast.",/assets/uploads/comedians/Riot_Act_Chipp_Jones.jpg
,,,
,,"Whether he’s suggesting a new Hallmark card collection to celebrate Congress’s recent “apology for slavery” or wondering why a recent celebrity didn’t just pay the money for a “spotter” to cut him down after sexual asphyxiation, Chipp is fast-becoming a well-known comic in the DC area comedy scene and has twice made it to the finals of Maryland’s Funniest Comic. He has written for theNPR website and is regularly booked at many of the local venues in the Washington DC area such as Sully’s Comedy Cellar and has performed at NYC clubs including Stand Up NY and Gotham Comedy Club.",
,,,
,,"Chipp Jones’ stand-up comedy was a gift. During a difficult year when his wife was diagnosed with a brain tumor, she gave him comedy classes as a gift for their 17th wedding anniversary. After her surgery was successful, he performed a 12-minute bit called “Tumor Humor” for his graduation showcase. The crowd loved it and Chipp has pursued comedy ever since. He lives in DC with his wife Sue and son Chris, and runs his own computer consulting business.",
